stimulus_row_id,triplet_id,vowel_class,category,primary_suffix,secondary_suffix,root_A,root_B,A_x,A_y,B_x,zipf_A,zipf_B,zipf_diff,BERTurk_all_split,BERTurk_shared_final_subtoken,model,model_name,layer,pooling,A_x_model_ntokens,A_y_model_ntokens,B_x_model_ntokens,all_three_words_split_model,sim_same_root,sim_same_suffix,delta
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.5947603356651114,0.9752172652304155,-0.3804569295653041
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.2718921923564631,0.9807038570730652,-0.7088116647166021
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.6061364613406852,0.6283229986661787,-0.02218653732549347
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.30391753139810596,0.7066620196553168,-0.4027444882572109
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.3048056823085903,0.7136125327209725,-0.4088068504123822
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.5382524776776755,0.9727063495540261,-0.43445387187635065
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.19923482638743262,0.9691440888030097,-0.7699092624155771
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.5554542397024254,0.49781315622066313,0.05764108348176222
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.281757596057961,0.6920240106572411,-0.41026641459928004
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.24739219508111432,0.7466062868606733,-0.499214091779559
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.40676701328825815,0.9791247650903117,-0.5723577518020535
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.2502221502747879,0.3918183856143751,-0.1415962353395872
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,2,2,True,0.5299973704724424,0.9766391248417396,-0.4466417543692972
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,last,2,1,2,False,0.21728712884353563,0.7355864063952797,-0.5182992775517441
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.5346412384505639,0.34228998784780007,0.1923512506027638
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,1,False,0.6349422219626405,0.4568357433619763,0.1781064786006642
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,2,1,False,0.6769347072871007,0.4717147776725312,0.20521992961456947
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.7086213033063935,0.44894865935688644,0.25967264394950706
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.4785414891300891,0.38178763747206124,0.09675385165802786
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.5346412384505639,0.36142670105264263,0.17321453739792125
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,2,1,False,0.6349422219626405,0.42485111318264657,0.21009110877999393
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6769347072871007,0.7490423969463847,-0.07210768965928405
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.7086213033063935,0.3862089318223316,0.3224123714840619
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.4785414891300891,0.40535004999900437,0.07319143913108472
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.5568347929588877,0.3410885462935169,0.2157462466653708
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,2,1,False,0.6521465038882012,0.48313908001321715,0.16900742387498402
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6956272033917634,0.7352372874136266,-0.03961008402186317
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6483549318331157,0.525583329127342,0.1227716027057737
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.4711366557946314,0.34996139215952415,0.12117526363510722
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.41480654539381656,0.3086426216315412,0.10616392376227535
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8599002369465483,0.7296870346647819,0.13021320228176636
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6753847537770707,0.7529439530585169,-0.07755919928144617
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6603879841804225,0.7071003827603869,-0.04671239857996434
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.5489920565116663,0.37096910060229105,0.17802295590937522
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,1,False,0.44427350380497077,0.383674475883923,0.060599027921047766
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8364455053620632,0.7267843712103299,0.10966113415173329
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6813810855230024,0.7515826246450721,-0.07020153912206972
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6433011945714935,0.7017376610350897,-0.05843646646359624
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.43856866624514745,0.376963121012833,0.06160554523231443
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.539006695628102,0.5752516776315937,-0.03624498200349169
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.7886127133848756,0.7307968360072874,0.0578158773775882
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6784385933136147,0.7638673692679733,-0.0854287759543586
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6319717951575973,0.47916945917503195,0.15280233598256532
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.5239294454486868,0.5575631966932321,-0.03363375124454526
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.7133275555510201,0.5634847090548383,0.14984284649618185
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,1,False,0.8254972522541111,0.45062803340090984,0.37486921885320124
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.5486163831403185,0.38236113289180307,0.1662552502485154
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8719004278293205,0.494365798819971,0.37753462900934953
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.6936085828006324,0.4554524438169094,0.238156138983723
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.7133275555510201,0.5597657687282501,0.15356178682277
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8254972522541111,0.6980585213060436,0.12743873094806746
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.5486163831403185,0.44892464475181915,0.09969173838849932
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,1,False,0.8719004278293205,0.39417540959146,0.4777250182378605
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.6936085828006324,0.4346465674475677,0.25896201535306473
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,1,False,0.693242499886874,0.5231965431042033,0.17004595678267076
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8209374201476706,0.6870043763849806,0.13393304376269
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.6454588262648617,0.40740187402311845,0.23805695224174328
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8563781714499543,0.54570952939156,0.3106686420583943
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,1,1,2,False,0.6579095232436605,0.3924122831525564,0.2654972400911041
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6919014830033259,0.6676871533881907,0.024214329615135144
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8594219571894355,0.6866330799296337,0.17278887725980174
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6576694437164483,0.711904650570902,-0.05423520685445371
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8670422565051747,0.5178527332770235,0.3491895232281512
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6633770533376077,0.5849708039515831,0.07840624938602458
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6805918129159089,0.6693204862383836,0.011271326677525284
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8383552588295753,0.7014094458791238,0.1369458129504515
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6228651814002073,0.7109358954113955,-0.08807071401118816
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.8477466768994097,0.4615245303869542,0.38622214651245557
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6530318188095873,0.5771738619690225,0.07585795684056473
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6596714946209107,0.6829324071279123,-0.023260912507001574
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.7689545092838296,0.6922534925640205,0.07670101671980911
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6017591646138402,0.46448639507021405,0.1372727695436261
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,2,2,True,0.7388343851811965,0.7107428735481311,0.028091511633065336
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,mean,2,1,2,False,0.6199069117090974,0.5868912185091383,0.03301569319995912
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.5346412384505639,0.34228998784780007,0.1923512506027638
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,1,False,0.5120153905789353,0.34789779303034585,0.16411759754858946
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,2,1,False,0.5440110297313907,0.4717147776725312,0.07229625205885948
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,2,False,0.7086213033063935,0.350183963778409,0.3584373395279845
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,2,False,0.4785414891300891,0.3026857688611324,0.17585572026895668
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.5346412384505639,0.36142670105264263,0.17321453739792125
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,2,1,False,0.5120153905789353,0.42485111318264657,0.08716427739628874
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.5440110297313907,0.7483150280225616,-0.20430399829117085
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,2,False,0.7086213033063935,0.27656629336264915,0.43205500994374435
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.4785414891300891,0.40535004999900437,0.07319143913108472
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.5568347929588877,0.3410885462935169,0.2157462466653708
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,2,1,False,0.5312571524746612,0.48313908001321715,0.04811807246144406
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.5486277757806814,0.7520226129596033,-0.20339483717892182
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.4748935222331483,0.5316860744337429,-0.05679255220059465
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.4711366557946314,0.34996139215952415,0.12117526363510722
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,1,False,0.41480654539381656,0.3086426216315412,0.10616392376227535
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,2,2,True,0.8259005047038812,0.7170292483584239,0.10887125634545736
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.5328759268698566,0.7418941564026384,-0.20901822953278182
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.5346966742032422,0.7135884120657847,-0.17889173786254253
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,2,False,0.5489920565116663,0.297177805470335,0.25181425104133126
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,1,False,0.333030684665645,0.29677913304199377,0.036251551623651235
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,2,2,True,0.7888275058774619,0.7158054496619982,0.07302205621546365
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.5438669344577121,0.7633562041315411,-0.2194892696738291
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,BERTurk,dbmdz/bert-base-turkish-cased,1,max,2,1,2,False,0.4958413446168779,0.7194284660348261,-0.22358712141794823
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,BERTurk,dbmdz/bert-base-turkish-cased,1,max,1,1,2,False,0.43856866624514745,0.2823622959230123,0.15620637032213514
