QID,W1,W2,Sim,Rel,S,D,R,U,SR,DR,SU,DU,AVG-C,W1F,W2F,AnyOOV,TwoOOV,EstSyn,EstAnt,EstRHigh,EstRMed,EstRLow,EstHyp,EstMer,W1-RWG,W2-RWG,RWMin,W1-DG,W2-DG,DGMax,W1-IG,W2-IG,IGMax,word1_subtokens,word2_subtokens,word1_fragmented,word2_fragmented,word1_tokens,word2_tokens
470,barıştırılırken,savaştırılırken,0,"9,083333333",False,True,True,False,False,True,False,False,,2,0,TRUE,FALSE,0,1,1,0,0,0,0,1,0,0,2,2,2,0,0,0,3,3,True,True,"['barış', '##tır', '##ılırken']","['savaş', '##tır', '##ılırken']"
471,horoz,alet,"0,25","0,166666667",False,True,False,True,False,False,False,True,,1814,8007,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['hor', '##oz']",['alet']
472,borçlanmak,alacaklanmak,0,"8,833333333",False,True,True,False,False,True,False,False,,528,0,TRUE,FALSE,0,1,1,0,0,0,0,3,0,0,1,1,1,1,1,1,2,2,True,True,"['borçlanma', '##k']","['alacak', '##lanmak']"
473,maymunsuları,maymungilleri,"7,5","9,083333333",True,False,True,False,True,False,False,False,,0,0,TRUE,TRUE,1,0,1,0,0,0,0,0,0,0,2,1,2,2,2,2,3,3,True,True,"['maymun', '##sul', '##arı']","['maymun', '##giller', '##i']"
474,hamile,düzenci,"0,25","0,166666667",False,True,False,True,False,False,False,True,,12317,19,FALSE,FALSE,0,0,0,0,1,0,0,4,1,1,0,2,2,0,0,0,1,2,False,True,['hamile'],"['düzen', '##ci']"
475,öğle,orman,"0,25","0,25",False,True,False,True,False,False,False,True,,14001,29908,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['öğle'],['orman']
476,otomobil,araba,"9,166666667","9,333333333",True,False,True,False,True,False,False,False,,46731,20283,FALSE,FALSE,1,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['otomobil'],['araba']
477,meyve,muz,"3,166666667","7,916666667",False,True,True,False,False,True,False,False,"6,63",17748,2917,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['meyve'],['muz']
478,süt,bilişim,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,79",19593,19208,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,2,2,0,0,0,1,1,False,False,['süt'],['bilişim']
479,atatürkist,davadaş,1,"3,166666667",False,True,False,True,False,False,False,True,,0,0,TRUE,TRUE,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,2,True,True,"['atatürk', '##ist']","['davada', '##ş']"
480,mezar,ölü,"2,166666667","9,083333333",False,True,True,False,False,True,False,False,"6,21",8324,24505,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,1,1,0,0,0,1,1,False,False,['mezar'],['ölü']
481,vitrin,manken,"1,25","7,5",False,True,True,False,False,True,False,False,"6,56",1725,9006,FALSE,FALSE,0,0,1,0,0,0,1,3,4,3,0,0,0,0,0,0,1,1,False,False,['vitrin'],['manken']
482,turizm,düzenci,"0,25","0,166666667",False,True,False,True,False,False,False,True,"3,28",55821,19,FALSE,FALSE,0,0,0,0,1,0,0,5,1,1,1,2,2,0,0,0,1,2,False,True,['turizm'],"['düzen', '##ci']"
483,fani,ölü,"2,166666667",8,False,True,True,False,False,True,False,False,"2,45",1028,24505,FALSE,FALSE,0,0,1,0,0,0,0,3,4,3,0,1,1,0,0,0,2,1,True,False,"['fan', '##i']",['ölü']
484,sosyalleştirdikleri,başıboş,"0,166666667","0,5",False,True,False,True,False,False,False,True,,0,1234,TRUE,FALSE,0,0,0,1,0,0,0,0,3,0,2,0,2,2,0,2,3,3,True,True,"['sosyal', '##leştir', '##dikleri']","['başı', '##bo', '##ş']"
485,kirlice,lamba,"0,166666667",1,False,True,False,True,False,False,False,True,,0,1579,TRUE,FALSE,0,0,0,0,1,0,0,0,3,0,1,0,1,0,0,0,2,1,True,False,"['kirli', '##ce']",['lamba']
486,kadın,hamile,"1,916666667",8,False,True,True,False,False,True,False,False,"6,24",156275,12317,FALSE,FALSE,0,0,1,0,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['kadın'],['hamile']
487,karışık,temiz,"0,333333333",2,False,True,False,True,False,False,False,True,"2,9",12017,23343,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,2,0,2,0,0,0,1,1,False,False,['karışık'],['temiz']
488,şair,sabır,"0,333333333","1,75",False,True,False,True,False,False,False,True,"5,59",17028,5937,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['şair'],['sabır']
489,maymunsuları,kuş,"1,083333333","3,833333333",False,True,False,True,False,False,False,True,,0,29836,TRUE,FALSE,0,0,0,1,0,0,0,0,4,0,2,0,2,2,0,2,3,1,True,False,"['maymun', '##sul', '##arı']",['kuş']
490,şeffaf,transparan,"9,25","9,666666667",True,False,True,False,True,False,False,False,"4,37",8700,597,FALSE,FALSE,1,0,1,0,0,0,0,4,3,3,0,0,0,0,0,0,1,3,False,True,['şeffaf'],"['trans', '##para', '##n']"
491,hayvan,böcek,"2,916666667","7,666666667",False,True,True,False,False,True,False,False,"6,49",22519,2994,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['hayvan'],['böcek']
492,cisim,somut,"2,166666667","6,666666667",False,True,True,False,False,True,False,False,"5,84",2265,23545,FALSE,FALSE,0,0,0,1,0,0,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['cisim'],['somut']
493,aile,anne,"1,916666667","8,5",False,True,True,False,False,True,False,False,"4,78",68301,62683,FALSE,FALSE,0,0,1,0,0,0,1,5,5,5,0,0,0,0,0,0,1,1,False,False,['aile'],['anne']
494,varlık,cisim,"4,25","7,083333333",False,True,True,False,False,True,False,False,"3,78",14909,2265,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,1,0,1,0,0,0,1,1,False,False,['varlık'],['cisim']
495,öğle,ikindi,"4,583333333","8,333333333",False,True,True,False,False,True,False,False,,14001,990,FALSE,FALSE,1,0,1,0,0,0,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['öğle'],"['ikin', '##di']"
496,soğuk,sıcak,0,"9,416666667",False,True,True,False,False,True,False,False,"5,43",37223,561440,FALSE,FALSE,0,1,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['soğuk'],['sıcak']
497,peşinatsız,gülümseme,"0,166666667","0,25",False,True,False,True,False,False,False,True,"3,83",127,1548,FALSE,FALSE,0,0,0,0,1,0,0,2,3,2,2,2,2,0,0,0,3,2,True,True,"['peşin', '##ats', '##ız']","['gülümsem', '##e']"
498,kum,hastane,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,62",6726,18148,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,1,1,0,0,0,1,1,False,False,['kum'],['hastane']
499,fırın,kahin,"0,25","0,166666667",False,True,False,True,False,False,False,True,,3993,477,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['fırın'],"['kah', '##in']"
500,uyumlu,aykırı,0,"9,166666667",False,True,True,False,False,True,False,False,"2,1",18774,41324,FALSE,FALSE,0,1,1,0,0,0,0,4,5,4,1,0,1,0,0,0,1,1,False,False,['uyumlu'],['aykırı']
